2024-01-04 15:17:11 | ERROR | model_worker | heart beat error: HTTPConnectionPool(host='192.168.2.60', port=20001): Max retries exceeded with url: /receive_heart_beat (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f9f512e9630>: Failed to establish a new connection: [Errno 101] Network is unreachable'))
2024-01-04 15:22:46 | ERROR | model_worker | heart beat error: HTTPConnectionPool(host='192.168.2.60', port=20001): Max retries exceeded with url: /receive_heart_beat (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f9f512eac80>: Failed to establish a new connection: [Errno 101] Network is unreachable'))
2024-01-04 15:22:52 | ERROR | model_worker | heart beat error: HTTPConnectionPool(host='192.168.2.60', port=20001): Max retries exceeded with url: /receive_heart_beat (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f9f512eac50>: Failed to establish a new connection: [Errno 101] Network is unreachable'))
2024-01-04 15:22:57 | ERROR | model_worker | heart beat error: HTTPConnectionPool(host='192.168.2.60', port=20001): Max retries exceeded with url: /receive_heart_beat (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f9f512e93f0>: Failed to establish a new connection: [Errno 101] Network is unreachable'))
2024-01-04 15:23:02 | ERROR | model_worker | heart beat error: HTTPConnectionPool(host='192.168.2.60', port=20001): Max retries exceeded with url: /receive_heart_beat (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f9f5129b5e0>: Failed to establish a new connection: [Errno 101] Network is unreachable'))
2024-01-04 15:23:07 | ERROR | model_worker | heart beat error: HTTPConnectionPool(host='192.168.2.60', port=20001): Max retries exceeded with url: /receive_heart_beat (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f9f512ede70>: Failed to establish a new connection: [Errno 101] Network is unreachable'))
2024-01-04 15:23:12 | ERROR | model_worker | heart beat error: HTTPConnectionPool(host='192.168.2.60', port=20001): Max retries exceeded with url: /receive_heart_beat (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f9f5129bca0>: Failed to establish a new connection: [Errno 101] Network is unreachable'))
2024-01-04 15:23:17 | ERROR | model_worker | heart beat error: HTTPConnectionPool(host='192.168.2.60', port=20001): Max retries exceeded with url: /receive_heart_beat (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f9f512e9090>: Failed to establish a new connection: [Errno 101] Network is unreachable'))
2024-01-04 15:23:22 | ERROR | model_worker | heart beat error: HTTPConnectionPool(host='192.168.2.60', port=20001): Max retries exceeded with url: /receive_heart_beat (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f9f512e9480>: Failed to establish a new connection: [Errno 101] Network is unreachable'))
2024-01-04 15:23:32 | ERROR | model_worker | heart beat error: HTTPConnectionPool(host='192.168.2.60', port=20001): Max retries exceeded with url: /receive_heart_beat (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x7f9f512e9f00>, 'Connection to 192.168.2.60 timed out. (connect timeout=5)'))
2024-01-04 15:23:42 | ERROR | model_worker | heart beat error: HTTPConnectionPool(host='192.168.2.60', port=20001): Max retries exceeded with url: /receive_heart_beat (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x7f9f512e80a0>, 'Connection to 192.168.2.60 timed out. (connect timeout=5)'))
2024-01-04 15:23:52 | ERROR | model_worker | heart beat error: HTTPConnectionPool(host='192.168.2.60', port=20001): Max retries exceeded with url: /receive_heart_beat (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x7f9f512eee00>, 'Connection to 192.168.2.60 timed out. (connect timeout=5)'))
2024-01-04 15:24:02 | ERROR | model_worker | heart beat error: HTTPConnectionPool(host='192.168.2.60', port=20001): Max retries exceeded with url: /receive_heart_beat (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x7f9f512e83a0>, 'Connection to 192.168.2.60 timed out. (connect timeout=5)'))
2024-01-04 15:24:12 | ERROR | model_worker | heart beat error: HTTPConnectionPool(host='192.168.2.60', port=20001): Max retries exceeded with url: /receive_heart_beat (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x7f9f512eb220>, 'Connection to 192.168.2.60 timed out. (connect timeout=5)'))
2024-01-04 15:24:22 | ERROR | model_worker | heart beat error: HTTPConnectionPool(host='192.168.2.60', port=20001): Max retries exceeded with url: /receive_heart_beat (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x7f9f512eb6d0>, 'Connection to 192.168.2.60 timed out. (connect timeout=5)'))
2024-01-04 15:24:32 | ERROR | model_worker | heart beat error: HTTPConnectionPool(host='192.168.2.60', port=20001): Max retries exceeded with url: /receive_heart_beat (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x7f9f5129bc10>, 'Connection to 192.168.2.60 timed out. (connect timeout=5)'))
2024-01-04 15:24:42 | ERROR | model_worker | heart beat error: HTTPConnectionPool(host='192.168.2.60', port=20001): Max retries exceeded with url: /receive_heart_beat (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x7f9f512ee6b0>, 'Connection to 192.168.2.60 timed out. (connect timeout=5)'))
2024-01-04 15:24:52 | ERROR | model_worker | heart beat error: HTTPConnectionPool(host='192.168.2.60', port=20001): Max retries exceeded with url: /receive_heart_beat (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x7f9f5129b760>, 'Connection to 192.168.2.60 timed out. (connect timeout=5)'))
2024-01-04 15:25:02 | ERROR | model_worker | heart beat error: HTTPConnectionPool(host='192.168.2.60', port=20001): Max retries exceeded with url: /receive_heart_beat (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x7f9f512ea7d0>, 'Connection to 192.168.2.60 timed out. (connect timeout=5)'))
2024-01-04 15:25:12 | ERROR | model_worker | heart beat error: HTTPConnectionPool(host='192.168.2.60', port=20001): Max retries exceeded with url: /receive_heart_beat (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x7f9f512e9f30>, 'Connection to 192.168.2.60 timed out. (connect timeout=5)'))
2024-01-04 15:25:22 | ERROR | model_worker | heart beat error: HTTPConnectionPool(host='192.168.2.60', port=20001): Max retries exceeded with url: /receive_heart_beat (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x7f9f512eb100>, 'Connection to 192.168.2.60 timed out. (connect timeout=5)'))
2024-01-04 15:25:32 | ERROR | model_worker | heart beat error: HTTPConnectionPool(host='192.168.2.60', port=20001): Max retries exceeded with url: /receive_heart_beat (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x7f9f512e9720>, 'Connection to 192.168.2.60 timed out. (connect timeout=5)'))
2024-01-04 15:25:42 | ERROR | model_worker | heart beat error: HTTPConnectionPool(host='192.168.2.60', port=20001): Max retries exceeded with url: /receive_heart_beat (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x7f9f512ed630>, 'Connection to 192.168.2.60 timed out. (connect timeout=5)'))
2024-01-04 15:25:52 | ERROR | model_worker | heart beat error: HTTPConnectionPool(host='192.168.2.60', port=20001): Max retries exceeded with url: /receive_heart_beat (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x7f9f512ea7a0>, 'Connection to 192.168.2.60 timed out. (connect timeout=5)'))
2024-01-04 15:26:02 | ERROR | model_worker | heart beat error: HTTPConnectionPool(host='192.168.2.60', port=20001): Max retries exceeded with url: /receive_heart_beat (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x7f9f512e8a90>, 'Connection to 192.168.2.60 timed out. (connect timeout=5)'))
2024-01-04 15:26:12 | ERROR | model_worker | heart beat error: HTTPConnectionPool(host='192.168.2.60', port=20001): Max retries exceeded with url: /receive_heart_beat (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x7f9f512e8b20>, 'Connection to 192.168.2.60 timed out. (connect timeout=5)'))
