2023-12-18 14:40:05 | ERROR | model_worker | heart beat error: HTTPConnectionPool(host='192.168.2.22', port=20001): Max retries exceeded with url: /receive_heart_beat (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7efb87ef48e0>: Failed to establish a new connection: [Errno 101] Network is unreachable'))
2023-12-18 14:41:50 | ERROR | model_worker | heart beat error: HTTPConnectionPool(host='192.168.2.22', port=20001): Max retries exceeded with url: /receive_heart_beat (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7efb87ef6170>: Failed to establish a new connection: [Errno 101] Network is unreachable'))
2023-12-18 14:41:56 | ERROR | model_worker | heart beat error: HTTPConnectionPool(host='192.168.2.22', port=20001): Max retries exceeded with url: /receive_heart_beat (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7efb87ef4160>: Failed to establish a new connection: [Errno 101] Network is unreachable'))
2023-12-18 14:42:01 | ERROR | model_worker | heart beat error: HTTPConnectionPool(host='192.168.2.22', port=20001): Max retries exceeded with url: /receive_heart_beat (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7efb87ef5270>: Failed to establish a new connection: [Errno 101] Network is unreachable'))
2023-12-18 14:42:06 | ERROR | model_worker | heart beat error: HTTPConnectionPool(host='192.168.2.22', port=20001): Max retries exceeded with url: /receive_heart_beat (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7efb87ef5cc0>: Failed to establish a new connection: [Errno 101] Network is unreachable'))
2023-12-18 14:42:11 | ERROR | model_worker | heart beat error: HTTPConnectionPool(host='192.168.2.22', port=20001): Max retries exceeded with url: /receive_heart_beat (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7efb87ef70a0>: Failed to establish a new connection: [Errno 101] Network is unreachable'))
2023-12-18 14:42:16 | ERROR | model_worker | heart beat error: HTTPConnectionPool(host='192.168.2.22', port=20001): Max retries exceeded with url: /receive_heart_beat (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7efb87ef5570>: Failed to establish a new connection: [Errno 101] Network is unreachable'))
2023-12-18 14:42:21 | ERROR | model_worker | heart beat error: HTTPConnectionPool(host='192.168.2.22', port=20001): Max retries exceeded with url: /receive_heart_beat (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7efb87ef4bb0>: Failed to establish a new connection: [Errno 101] Network is unreachable'))
2023-12-18 14:42:26 | ERROR | model_worker | heart beat error: HTTPConnectionPool(host='192.168.2.22', port=20001): Max retries exceeded with url: /receive_heart_beat (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7efb87ef5ff0>: Failed to establish a new connection: [Errno 101] Network is unreachable'))
2023-12-18 14:42:32 | ERROR | model_worker | heart beat error: HTTPConnectionPool(host='192.168.2.22', port=20001): Max retries exceeded with url: /receive_heart_beat (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7efb87ef6950>: Failed to establish a new connection: [Errno 113] No route to host'))
2023-12-18 14:42:37 | ERROR | model_worker | heart beat error: HTTPConnectionPool(host='192.168.2.22', port=20001): Max retries exceeded with url: /receive_heart_beat (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7efb87ef7670>: Failed to establish a new connection: [Errno 101] Network is unreachable'))
2023-12-18 14:42:42 | ERROR | model_worker | heart beat error: HTTPConnectionPool(host='192.168.2.22', port=20001): Max retries exceeded with url: /receive_heart_beat (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7efb87ef6980>: Failed to establish a new connection: [Errno 101] Network is unreachable'))
2023-12-18 14:42:47 | ERROR | model_worker | heart beat error: HTTPConnectionPool(host='192.168.2.22', port=20001): Max retries exceeded with url: /receive_heart_beat (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7efb87ef4730>: Failed to establish a new connection: [Errno 101] Network is unreachable'))
2023-12-18 14:42:52 | ERROR | model_worker | heart beat error: HTTPConnectionPool(host='192.168.2.22', port=20001): Max retries exceeded with url: /receive_heart_beat (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7efb87ef5060>: Failed to establish a new connection: [Errno 101] Network is unreachable'))
2023-12-18 14:42:57 | ERROR | model_worker | heart beat error: HTTPConnectionPool(host='192.168.2.22', port=20001): Max retries exceeded with url: /receive_heart_beat (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7efb87ef4af0>: Failed to establish a new connection: [Errno 101] Network is unreachable'))
2023-12-18 14:43:02 | ERROR | model_worker | heart beat error: HTTPConnectionPool(host='192.168.2.22', port=20001): Max retries exceeded with url: /receive_heart_beat (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7efb87ef7190>: Failed to establish a new connection: [Errno 101] Network is unreachable'))
2023-12-18 14:43:07 | ERROR | model_worker | heart beat error: HTTPConnectionPool(host='192.168.2.22', port=20001): Max retries exceeded with url: /receive_heart_beat (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7efb87ea7700>: Failed to establish a new connection: [Errno 101] Network is unreachable'))
2023-12-18 14:43:12 | ERROR | model_worker | heart beat error: HTTPConnectionPool(host='192.168.2.22', port=20001): Max retries exceeded with url: /receive_heart_beat (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7efb87ef5d50>: Failed to establish a new connection: [Errno 101] Network is unreachable'))
2023-12-18 14:43:17 | ERROR | model_worker | heart beat error: HTTPConnectionPool(host='192.168.2.22', port=20001): Max retries exceeded with url: /receive_heart_beat (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7efb87ef4fd0>: Failed to establish a new connection: [Errno 101] Network is unreachable'))
2023-12-18 14:43:22 | ERROR | model_worker | heart beat error: HTTPConnectionPool(host='192.168.2.22', port=20001): Max retries exceeded with url: /receive_heart_beat (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7efb87ef6260>: Failed to establish a new connection: [Errno 101] Network is unreachable'))
2023-12-18 14:43:27 | ERROR | model_worker | heart beat error: HTTPConnectionPool(host='192.168.2.22', port=20001): Max retries exceeded with url: /receive_heart_beat (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7efb87ef60e0>: Failed to establish a new connection: [Errno 101] Network is unreachable'))
2023-12-18 14:43:32 | ERROR | model_worker | heart beat error: HTTPConnectionPool(host='192.168.2.22', port=20001): Max retries exceeded with url: /receive_heart_beat (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7efb87ef7b80>: Failed to establish a new connection: [Errno 101] Network is unreachable'))
2023-12-18 14:43:37 | ERROR | model_worker | heart beat error: HTTPConnectionPool(host='192.168.2.22', port=20001): Max retries exceeded with url: /receive_heart_beat (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7efb87ef6770>: Failed to establish a new connection: [Errno 101] Network is unreachable'))
2023-12-18 14:43:42 | ERROR | model_worker | heart beat error: HTTPConnectionPool(host='192.168.2.22', port=20001): Max retries exceeded with url: /receive_heart_beat (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7efb87ef6290>: Failed to establish a new connection: [Errno 101] Network is unreachable'))
2023-12-18 14:43:47 | ERROR | model_worker | heart beat error: HTTPConnectionPool(host='192.168.2.22', port=20001): Max retries exceeded with url: /receive_heart_beat (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7efb87ef4610>: Failed to establish a new connection: [Errno 101] Network is unreachable'))
2023-12-18 14:43:55 | ERROR | model_worker | heart beat error: HTTPConnectionPool(host='192.168.2.22', port=20001): Max retries exceeded with url: /receive_heart_beat (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7efb87ef5450>: Failed to establish a new connection: [Errno 113] No route to host'))
2023-12-18 14:44:03 | ERROR | model_worker | heart beat error: HTTPConnectionPool(host='192.168.2.22', port=20001): Max retries exceeded with url: /receive_heart_beat (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7efb87ef52a0>: Failed to establish a new connection: [Errno 113] No route to host'))
2023-12-18 14:44:11 | ERROR | model_worker | heart beat error: HTTPConnectionPool(host='192.168.2.22', port=20001): Max retries exceeded with url: /receive_heart_beat (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7efb87ef7460>: Failed to establish a new connection: [Errno 113] No route to host'))
2023-12-18 14:44:19 | ERROR | model_worker | heart beat error: HTTPConnectionPool(host='192.168.2.22', port=20001): Max retries exceeded with url: /receive_heart_beat (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7efb87ef74c0>: Failed to establish a new connection: [Errno 113] No route to host'))
2023-12-18 14:44:25 | ERROR | model_worker | heart beat error: HTTPConnectionPool(host='192.168.2.22', port=20001): Max retries exceeded with url: /receive_heart_beat (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7efb87ef57b0>: Failed to establish a new connection: [Errno 113] No route to host'))
2023-12-18 14:44:33 | ERROR | model_worker | heart beat error: HTTPConnectionPool(host='192.168.2.22', port=20001): Max retries exceeded with url: /receive_heart_beat (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7efb87ef41c0>: Failed to establish a new connection: [Errno 113] No route to host'))
2023-12-18 14:44:42 | ERROR | model_worker | heart beat error: HTTPConnectionPool(host='192.168.2.22', port=20001): Max retries exceeded with url: /receive_heart_beat (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7efb87ef6080>: Failed to establish a new connection: [Errno 113] No route to host'))
2023-12-18 14:44:50 | ERROR | model_worker | heart beat error: HTTPConnectionPool(host='192.168.2.22', port=20001): Max retries exceeded with url: /receive_heart_beat (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7efb87ef7c10>: Failed to establish a new connection: [Errno 113] No route to host'))
2023-12-18 14:44:58 | ERROR | model_worker | heart beat error: HTTPConnectionPool(host='192.168.2.22', port=20001): Max retries exceeded with url: /receive_heart_beat (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7efb87ea7d30>: Failed to establish a new connection: [Errno 113] No route to host'))
2023-12-18 14:45:06 | ERROR | model_worker | heart beat error: HTTPConnectionPool(host='192.168.2.22', port=20001): Max retries exceeded with url: /receive_heart_beat (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7efb87ef72b0>: Failed to establish a new connection: [Errno 113] No route to host'))
2023-12-18 14:45:14 | ERROR | model_worker | heart beat error: HTTPConnectionPool(host='192.168.2.22', port=20001): Max retries exceeded with url: /receive_heart_beat (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7efb87ef4970>: Failed to establish a new connection: [Errno 113] No route to host'))
2023-12-18 14:45:22 | ERROR | model_worker | heart beat error: HTTPConnectionPool(host='192.168.2.22', port=20001): Max retries exceeded with url: /receive_heart_beat (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7efb87ef4850>: Failed to establish a new connection: [Errno 113] No route to host'))
2023-12-18 14:45:28 | ERROR | model_worker | heart beat error: HTTPConnectionPool(host='192.168.2.22', port=20001): Max retries exceeded with url: /receive_heart_beat (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7efb87ef7340>: Failed to establish a new connection: [Errno 113] No route to host'))
2023-12-18 14:45:36 | ERROR | model_worker | heart beat error: HTTPConnectionPool(host='192.168.2.22', port=20001): Max retries exceeded with url: /receive_heart_beat (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7efb87ef5120>: Failed to establish a new connection: [Errno 113] No route to host'))
2023-12-18 14:45:44 | ERROR | model_worker | heart beat error: HTTPConnectionPool(host='192.168.2.22', port=20001): Max retries exceeded with url: /receive_heart_beat (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7efb87ef5090>: Failed to establish a new connection: [Errno 113] No route to host'))
2023-12-18 14:45:52 | ERROR | model_worker | heart beat error: HTTPConnectionPool(host='192.168.2.22', port=20001): Max retries exceeded with url: /receive_heart_beat (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7efb87ef5cc0>: Failed to establish a new connection: [Errno 113] No route to host'))
2023-12-18 14:46:00 | ERROR | model_worker | heart beat error: HTTPConnectionPool(host='192.168.2.22', port=20001): Max retries exceeded with url: /receive_heart_beat (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7efb87ef56f0>: Failed to establish a new connection: [Errno 113] No route to host'))
2023-12-18 14:46:08 | ERROR | model_worker | heart beat error: HTTPConnectionPool(host='192.168.2.22', port=20001): Max retries exceeded with url: /receive_heart_beat (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7efb87ef5240>: Failed to establish a new connection: [Errno 113] No route to host'))
2023-12-18 14:46:16 | ERROR | model_worker | heart beat error: HTTPConnectionPool(host='192.168.2.22', port=20001): Max retries exceeded with url: /receive_heart_beat (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7efb87ef5fc0>: Failed to establish a new connection: [Errno 113] No route to host'))
2023-12-18 14:46:24 | ERROR | model_worker | heart beat error: HTTPConnectionPool(host='192.168.2.22', port=20001): Max retries exceeded with url: /receive_heart_beat (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7efb87ef7fd0>: Failed to establish a new connection: [Errno 113] No route to host'))
2023-12-18 14:46:31 | ERROR | model_worker | heart beat error: HTTPConnectionPool(host='192.168.2.22', port=20001): Max retries exceeded with url: /receive_heart_beat (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7efb87ef63e0>: Failed to establish a new connection: [Errno 113] No route to host'))
2023-12-18 14:46:39 | ERROR | model_worker | heart beat error: HTTPConnectionPool(host='192.168.2.22', port=20001): Max retries exceeded with url: /receive_heart_beat (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7efb87ef5ff0>: Failed to establish a new connection: [Errno 113] No route to host'))
2023-12-18 14:46:47 | ERROR | model_worker | heart beat error: HTTPConnectionPool(host='192.168.2.22', port=20001): Max retries exceeded with url: /receive_heart_beat (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7efb87ef5f60>: Failed to establish a new connection: [Errno 113] No route to host'))
2023-12-18 14:46:52 | ERROR | model_worker | heart beat error: HTTPConnectionPool(host='192.168.2.22', port=20001): Max retries exceeded with url: /receive_heart_beat (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7efb87ef5390>: Failed to establish a new connection: [Errno 111] Connection refused'))
2023-12-18 14:46:57 | ERROR | model_worker | heart beat error: HTTPConnectionPool(host='192.168.2.22', port=20001): Max retries exceeded with url: /receive_heart_beat (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7efb87ef53c0>: Failed to establish a new connection: [Errno 111] Connection refused'))
2023-12-18 14:47:02 | ERROR | model_worker | heart beat error: HTTPConnectionPool(host='192.168.2.22', port=20001): Max retries exceeded with url: /receive_heart_beat (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7efb87ef7070>: Failed to establish a new connection: [Errno 111] Connection refused'))
2023-12-18 14:47:08 | ERROR | model_worker | heart beat error: HTTPConnectionPool(host='192.168.2.22', port=20001): Max retries exceeded with url: /receive_heart_beat (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7efb87ef4ee0>: Failed to establish a new connection: [Errno 111] Connection refused'))
2023-12-18 14:47:13 | ERROR | model_worker | heart beat error: HTTPConnectionPool(host='192.168.2.22', port=20001): Max retries exceeded with url: /receive_heart_beat (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7efb87ef5ea0>: Failed to establish a new connection: [Errno 111] Connection refused'))
2023-12-18 14:47:18 | ERROR | model_worker | heart beat error: HTTPConnectionPool(host='192.168.2.22', port=20001): Max retries exceeded with url: /receive_heart_beat (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7efb87ef5240>: Failed to establish a new connection: [Errno 111] Connection refused'))
2023-12-18 14:47:24 | ERROR | model_worker | heart beat error: HTTPConnectionPool(host='192.168.2.22', port=20001): Max retries exceeded with url: /receive_heart_beat (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7efb87ef5f30>: Failed to establish a new connection: [Errno 111] Connection refused'))
2023-12-18 14:47:29 | ERROR | model_worker | heart beat error: HTTPConnectionPool(host='192.168.2.22', port=20001): Max retries exceeded with url: /receive_heart_beat (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7efb8751c490>: Failed to establish a new connection: [Errno 111] Connection refused'))
2023-12-18 14:47:34 | ERROR | model_worker | heart beat error: HTTPConnectionPool(host='192.168.2.22', port=20001): Max retries exceeded with url: /receive_heart_beat (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7efb87ef5e70>: Failed to establish a new connection: [Errno 111] Connection refused'))
2023-12-18 14:47:39 | ERROR | model_worker | heart beat error: HTTPConnectionPool(host='192.168.2.22', port=20001): Max retries exceeded with url: /receive_heart_beat (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7efb87ef4a90>: Failed to establish a new connection: [Errno 111] Connection refused'))
2023-12-18 14:47:44 | ERROR | model_worker | heart beat error: HTTPConnectionPool(host='192.168.2.22', port=20001): Max retries exceeded with url: /receive_heart_beat (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7efb87ef51e0>: Failed to establish a new connection: [Errno 111] Connection refused'))
2023-12-18 14:47:50 | ERROR | model_worker | heart beat error: HTTPConnectionPool(host='192.168.2.22', port=20001): Max retries exceeded with url: /receive_heart_beat (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7efb87ef4af0>: Failed to establish a new connection: [Errno 111] Connection refused'))
2023-12-18 14:47:55 | ERROR | model_worker | heart beat error: HTTPConnectionPool(host='192.168.2.22', port=20001): Max retries exceeded with url: /receive_heart_beat (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7efb87ef7880>: Failed to establish a new connection: [Errno 111] Connection refused'))
2023-12-18 14:48:01 | ERROR | model_worker | heart beat error: HTTPConnectionPool(host='192.168.2.22', port=20001): Max retries exceeded with url: /receive_heart_beat (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7efb8751c130>: Failed to establish a new connection: [Errno 111] Connection refused'))
2023-12-18 14:48:06 | ERROR | model_worker | heart beat error: HTTPConnectionPool(host='192.168.2.22', port=20001): Max retries exceeded with url: /receive_heart_beat (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7efb87ef5810>: Failed to establish a new connection: [Errno 111] Connection refused'))
2023-12-18 14:48:11 | ERROR | model_worker | heart beat error: HTTPConnectionPool(host='192.168.2.22', port=20001): Max retries exceeded with url: /receive_heart_beat (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7efb87ef4250>: Failed to establish a new connection: [Errno 111] Connection refused'))
2023-12-18 14:48:16 | ERROR | model_worker | heart beat error: HTTPConnectionPool(host='192.168.2.22', port=20001): Max retries exceeded with url: /receive_heart_beat (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7efb87ef4460>: Failed to establish a new connection: [Errno 111] Connection refused'))
2023-12-18 14:48:22 | ERROR | model_worker | heart beat error: HTTPConnectionPool(host='192.168.2.22', port=20001): Max retries exceeded with url: /receive_heart_beat (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7efb87ef5e10>: Failed to establish a new connection: [Errno 111] Connection refused'))
2023-12-18 14:48:27 | ERROR | model_worker | heart beat error: HTTPConnectionPool(host='192.168.2.22', port=20001): Max retries exceeded with url: /receive_heart_beat (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7efb8751c790>: Failed to establish a new connection: [Errno 111] Connection refused'))
2023-12-18 14:48:33 | ERROR | model_worker | heart beat error: HTTPConnectionPool(host='192.168.2.22', port=20001): Max retries exceeded with url: /receive_heart_beat (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7efb87ea7880>: Failed to establish a new connection: [Errno 111] Connection refused'))
2023-12-18 14:48:38 | ERROR | model_worker | heart beat error: HTTPConnectionPool(host='192.168.2.22', port=20001): Max retries exceeded with url: /receive_heart_beat (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7efb87ef60e0>: Failed to establish a new connection: [Errno 111] Connection refused'))
2023-12-18 14:48:43 | ERROR | model_worker | heart beat error: HTTPConnectionPool(host='192.168.2.22', port=20001): Max retries exceeded with url: /receive_heart_beat (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7efb87ef7b20>: Failed to establish a new connection: [Errno 111] Connection refused'))
2023-12-18 14:48:48 | ERROR | model_worker | heart beat error: HTTPConnectionPool(host='192.168.2.22', port=20001): Max retries exceeded with url: /receive_heart_beat (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7efb87ef5180>: Failed to establish a new connection: [Errno 111] Connection refused'))
2023-12-18 14:48:54 | ERROR | model_worker | heart beat error: HTTPConnectionPool(host='192.168.2.22', port=20001): Max retries exceeded with url: /receive_heart_beat (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7efb87ef73a0>: Failed to establish a new connection: [Errno 111] Connection refused'))
2023-12-18 14:48:59 | ERROR | model_worker | heart beat error: HTTPConnectionPool(host='192.168.2.22', port=20001): Max retries exceeded with url: /receive_heart_beat (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7efb87ef4f40>: Failed to establish a new connection: [Errno 111] Connection refused'))
2023-12-18 14:49:05 | ERROR | model_worker | heart beat error: HTTPConnectionPool(host='192.168.2.22', port=20001): Max retries exceeded with url: /receive_heart_beat (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7efb87ef5c90>: Failed to establish a new connection: [Errno 111] Connection refused'))
